,id,smiles,kras_spr,perk_ic50,binding_ic50,selfies
357,362,CC(C)(C)c(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,105.8,10457,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
358,363,CC(COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)NC,,3932.5,,[C][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][N][C]
359,364,CC(C)c1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@](CCC4)(C5)N4C[C@@H]5F)c3F)cc(O)cc2ccc1,,2.3,322,[C][C][Branch1][C][C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][C][Branch1][C][O][=C][C][Ring2][Ring2][Branch1][=C][C][=C][Ring2][Ring2][=Branch2]
360,365,Cc(ccc(O)c1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,34.9,3949,[C][C][=Branch1][Branch2][=C][C][=C][Branch1][C][O][C][C][=Ring1][C][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
361,366,Oc1cc2cccc(F)c2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1,,0.5,7,[O][C][=C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][=Branch2]
362,367,Oc1cc2cccc(F)c2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4CCC3)c2F)c1,,0.7,111.8,[O][C][=C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][Ring2][Ring2][Branch2]
363,368,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(C4CC4)cccc3)c3F)c3n2)C1,,207.6,,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch1][C][=N][C][Branch1][S][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][=C][C][=C][Ring1][=Branch2][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][N][C][Ring2][Ring2][=Branch1]
364,369,Oc1cccc(F)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,221.4,,[O][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
365,370,FC(c(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F)(F)F,,86.1,10730.6,[F][C][Branch2][Branch1][S][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][Branch1][C][F][F]
366,371,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(C4CCC4)cccc3)c3F)c3n2)C1,,394.2,,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][Branch2][C][=N][C][Branch1][P][C][=C][Branch1][#Branch1][C][C][C][C][Ring1][Ring2][C][=C][C][=C][Ring1][#Branch2][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=N][C][Ring2][Ring2][#Branch1]
367,372,CSc1cccc2cc(O)cc(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@](CCC4)(C5)N4C[C@@H]5F)c3F)c12,,0.7,10.5,[C][S][C][=C][C][=C][C][=C][C][Branch1][C][O][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][=Branch2][Ring2][Ring2][Branch1]
368,373,Oc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4CCC3)c2F)c(C(F)(F)F)cc1,,1.6,>16666.7,[O][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring2][#Branch1]
369,374,CC(C)COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,,347.9,,[C][C][Branch1][C][C][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C]
370,375,Oc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c(C(F)(F)F)cc1,,1.7,1310.3,[O][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring2][Branch2]
371,376,Cc1cc([nH]nc2)c2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1Cl,,2.6,582.3,[C][C][=C][C][Branch1][Ring2][NH1][N][=C][=C][Ring1][C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][#Branch1][Cl]
372,377,Cc1cccc(O)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,416.9,,[C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
373,378,CN(CCc1ccc2)Cc1c2Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,,6250,,[C][N][Branch1][#Branch1][C][C][C][=C][C][=C][C][C][Ring1][=Branch1][=C][Ring1][Ring2][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C]
374,379,N#C[C@@H]1[C@](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)(CCC2)N2CC1,,248.7,,[N][#C][C@@H1][C@][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][Ring2][Ring2][Branch2]
375,380,Nc(cc1)c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c(F)c1Cl,,65.7,>16666.7,[N][C][=Branch1][Ring1][=C][C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Branch1][C][F][C][=Ring2][Ring2][Ring1][Cl]
376,381,CCc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@](CCC4)(C5)N4C[C@@H]5F)c3F)cccc2ccc1F,,0.7,708.4,[C][C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring2][=C][C][=C][Ring2][Ring2][Branch2][F]
377,382,FC([C@@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1)(F)F,,21.1,>16666.7,[F][C][Branch2][=Branch1][N][C@@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2][Branch1][C][F][F]
378,383,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(CC(F)(F)F)cccc3)c3F)c3n2)C1,,585.9,,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][N][C][=N][C][Branch2][Ring1][Ring2][C][=C][Branch1][#Branch2][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2]
379,384,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@@]3(CCC4)N4[C@@H](CF)CC3)c2F)c1,,2.4,398.2,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][#Branch2][C][=Branch2][Ring2][P][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@@][Branch1][Ring2][C][C][C][N][Ring1][C][C@@H1][Branch1][Ring1][C][F][C][C][Ring1][#Branch2][C][=Ring2][Ring1][#Branch2][F][=C][Ring2][Ring2][=Branch2]
380,385,COc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1,,3083.3,>16666.7,[C][O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][Branch2]
381,386,Oc(cc1)cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1SC(F)(F)F,,2,320.3,[O][C][=Branch1][Ring1][=C][C][C][=C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][C][=Ring2][Ring2][C][S][C][Branch1][C][F][Branch1][C][F][F]
382,387,CC(C)(COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)N,,532.8,,[C][C][Branch1][C][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][N]
383,388,CO[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4cccc(F)c34)c3F)c3n2)C1,,0.6,40.2,[C][O][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][=N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Branch1][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][N][Ring1][#Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][Ring2][Ring2][=Branch2]
384,389,COC[C@H]1N(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cc(O)cc4ccccc34)c3F)c3n2)CC1,,1.4,780.7,[C][O][C][C@H1][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C][Ring2][Ring2][Branch2]
385,390,COC(C(F)(F)F)c(ccc(O)c1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,36.8,6108.7,[C][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][Branch2][=C][C][=C][Branch1][C][O][C][C][=Ring1][C][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
386,391,Cc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c(cn[nH]2)c2c1,,661.7,,[C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Branch1][Ring2][C][=N][NH1][C][Ring1][C][=C][Ring2][Ring2][#Branch1]
387,392,Oc1cccc(OC(F)(F)F)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,208.2,,[O][C][=C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
388,393,Oc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCCC(F)(F)F)c2F)c2c(Cl)cccc2c1,,76.3,7579.3,[O][C][=C][C][Branch2][Ring2][P][C][=Branch2][Ring2][Branch2][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][C][Branch1][C][F][Branch1][C][F][F][C][=Ring2][Ring1][Branch1][F][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][Ring2][Ring2][Branch1]
389,394,CC(C)c1cccc(C(C)C)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,2500,,[C][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
390,395,O[C@H](C1)C(C2)NC1CN2c1c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2nc(OC[C@](CCC2)(C3)N2C[C@@H]3F)n1,2.6,6.9,1089.1,[O][C@H1][Branch1][C][C][C][Branch1][C][C][N][C][Ring1][Branch1][C][N][Ring1][Branch1][C][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][C][Branch2][Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][=N][Ring2][Ring1][P]
391,396,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(C(C4)F)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,34.8,206.8,8173.3,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][=C][C][O][C][=N][C][Branch2][Ring1][C][N][C][C][Branch1][=Branch1][C][Branch1][C][C][F][N][C][Ring1][Ring2][C][Ring1][=Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][Ring2][Ring2][=Branch2]
392,397,CO[C@H](C1)C(C2)NC1CN2c1c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2nc(OC[C@](CCC2)(C3)N2C[C@@H]3F)n1,183.2,886.9,>16666.7,[C][O][C@H1][Branch1][C][C][C][Branch1][C][C][N][C][Ring1][Branch1][C][N][Ring1][Branch1][C][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][C][Branch2][Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][=N][Ring2][Ring1][P]
393,398,CN(CC1)CCC1(COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1)F,,593.2,,[C][N][Branch1][Ring1][C][C][C][C][C][Ring1][Ring2][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][F]
394,399,CC(C)c(ccc(O)c1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,2.7,509.9,[C][C][Branch1][C][C][C][=Branch1][Branch2][=C][C][=C][Branch1][C][O][C][C][=Ring1][C][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
395,400,Oc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4C(CF)CC3)c2F)c2c(Cl)cccc2c1,,4.2,260.6,[O][C][=C][C][Branch2][Branch1][#Branch2][C][=Branch2][Ring2][P][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][Branch1][Ring1][C][F][C][C][Ring1][#Branch2][C][=Ring2][Ring1][#Branch2][F][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][Ring2][Ring2][#Branch2]
