,id,smiles,kras_spr,perk_ic50,binding_ic50,selfies
317,322,Fc(c1n2)c(-c3cccc(Cl)c3C3CC3)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCC1,,4.9,664.8,[F][C][=Branch1][Ring1][=C][N][C][Branch1][P][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][C][Ring1][Ring1][=N][C][=C][Ring1][S][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring2][Ring1][#Branch2][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2]
318,323,CN1C(CO)(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc4ccccc34)c3F)c3n2)CCC1,,1689.3,,[C][N][C][Branch1][Ring1][C][O][Branch2][Branch1][=Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][=Branch1][C][=N][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=N][C][C][C][Ring2][Ring2][=Branch1]
319,324,CCc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@](CCC4)(C5)N4C[C@@H]5F)c3F)cncc2ccc1,,10.2,863.9,[C][C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][N][=C][C][Ring2][Ring2][Ring2][=C][C][=C][Ring2][Ring2][Branch2]
320,325,CCc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OC[C@](CCC4)(C5)N4C[C@@H]5F)c3F)cncc2ccc1,,140.9,>16666.7,[C][C][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][N][=C][C][Ring2][Ring2][Ring2][=C][C][=C][Ring2][Ring2][Branch2]
321,326,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@@](CCC3)(C4)N3C[C@H]4F)c2F)c1,,1.9,121.6,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][Branch2]
322,327,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1,,1.9,31.4,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][Ring2][Ring2][Branch2]
323,328,FC(c(c(-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F)ccc1)c1Cl)(F)F,,9.4,896.9,[F][C][Branch2][=Branch1][Branch1][C][=Branch2][Branch1][=N][=C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][C][=C][C][C][=Ring1][C][Cl][Branch1][C][F][F]
324,329,CSc(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F,,202.5,,[C][S][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F]
325,330,Oc1cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c2c(Cl)cccc2c1,,2.5,11.8,[O][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][Ring2][Ring2][=Branch2]
326,331,Cc(ccc1c2cn[nH]1)c2-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,114.4,10826,[C][C][=Branch1][#Branch2][=C][C][=C][C][C][=N][NH1][Ring1][Branch1][C][=Ring1][Branch1][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
327,332,Cc(ccc1c2cn[nH]1)c2-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F,,163.9,>16666.7,[C][C][=Branch1][#Branch2][=C][C][=C][C][C][=N][NH1][Ring1][Branch1][C][=Ring1][Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F]
328,333,Oc1cc2ccccc2c(-c(ncc(c2n3)c(N4CC([C@@H](C5)n6ncnc6)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1,,450.5,,[O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][=Branch1][Ring1][C][=Branch2][Branch1][#Branch2][=N][C][=C][Branch1][Ring1][C][N][C][Branch2][Ring1][Branch2][N][C][C][Branch1][N][C@@H1][Branch1][C][C][N][N][=C][N][=C][Ring1][Branch1][N][C][Ring1][Branch2][C][Ring1][=N][=N][C][=Ring1][P][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=C][F][=C][Ring2][Ring2][=N]
329,334,Cc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)cccc2ccc1,,10,2909.3,[C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1]
330,335,Fc(c1n2)c(-c3cccc4cccc(C5CC5)c34)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCC1,,25.8,10440.5,[F][C][=Branch1][Ring1][=C][N][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=C][Ring1][=N][Ring1][=Branch2][=N][C][=C][Ring2][Ring1][Ring1][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring2][Ring1][=N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2]
331,336,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c(cccc3cc4)c3c(Cl)c4F)c3F)c3n2)C1,,3.1,1057.2,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][=N][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Branch1][C][=Branch1][#Branch1][=C][C][=C][C][=C][C][C][Ring1][Ring2][=C][Branch1][C][Cl][C][=Ring1][Branch1][F][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][Ring2][Ring2][=Branch2]
332,337,CN1[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c(c3ccccc3cc3O)c3Cl)c3F)c3n2)CCC1,,2.2,1620.7,[C][N][C@H1][Branch2][Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][O][C][=N][C][Branch2][Ring1][Ring1][C][=Branch1][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][O][C][=Ring1][Ring1][Cl][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C][C][C][C][Ring2][Ring2][=Branch1]
333,338,N#CC[C@H](C1)[C@@H](C2)N[C@H]1CN2c1c(cnc(-c2cc(O)cc3ccccc23)c2F)c2nc(OCC2(CCC3)N3CCC2)n1,,33.1,>16666.7,[N][#C][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][C][N][C@H1][Ring1][Branch1][C][N][Ring1][Branch1][C][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][C][Branch1][P][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][=N][Ring2][Ring1][S]
334,339,N#CC[C@H](C1)[C@@H](C2)N[C@H]1CN2c1c(cnc(-c2cc(O)cc3ccccc23)c2F)c2nc(OC[C@](CCC2)(C3)N2C[C@@H]3F)n1,21.6,21,8659.5,[N][#C][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][C][N][C@H1][Ring1][Branch1][C][N][Ring1][Branch1][C][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][F][C][Ring1][Ring1][=N][C][Branch2][Ring1][Ring2][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][=N][Ring2][Ring1][P]
335,340,Oc(cc1)cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1OC(F)(F)F,,0.4,51.5,[O][C][=Branch1][Ring1][=C][C][C][=C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][C][=Ring2][Ring2][C][O][C][Branch1][C][F][Branch1][C][F][F]
336,341,Oc(cc1)cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4CCC3)c2F)c1OC(F)(F)F,,0.7,837.3,[O][C][=Branch1][Ring1][=C][C][C][=C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][C][=Ring2][Ring1][P][O][C][Branch1][C][F][Branch1][C][F][F]
337,342,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3cccc(Cl)c3C3CC3)c3F)c3n2)C1,,3.4,1001.2,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][Branch2][C][=N][C][Branch1][P][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][C][Ring1][Ring1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=N][C][Ring2][Ring2][#Branch1]
338,343,F[C@H]1CN(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c(C(F)(F)F)ccc4c3cn[nH]4)c3F)c3n2)C1,,10.4,1616.5,[F][C@H1][C][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][S][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][S][C][=N][C][Branch2][Ring1][Branch2][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring1][#Branch2][C][=N][NH1][Ring1][Branch1][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][S][C][Ring2][Ring2][#Branch2]
339,344,FC(c(ccc1c2cn[nH]1)c2-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F)(F)F,,10.9,8069.6,[F][C][Branch2][=Branch1][Branch1][C][=Branch1][#Branch2][=C][C][=C][C][C][=N][NH1][Ring1][Branch1][C][=Ring1][Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][Branch1][C][F][F]
340,345,FC(Oc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)cccc2ccc1)(F)F,,10.6,1468.2,[F][C][Branch2][=Branch1][#Branch2][O][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1][Branch1][C][F][F]
341,346,FC(Oc1c2c(-c(ncc(c3n4)c(N5CC(CC6)NC6C5)nc4OCC4(CCC5)N5CCC4)c3F)cccc2ccc1)F,,10.5,1351.5,[F][C][Branch2][=Branch1][#Branch2][O][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][=C][C][=C][C][Ring2][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1][F]
342,347,FC[C@H]1N(CCC2)[C@]2(COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)CC1,,2.1,458.9,[F][C][C@H1][N][Branch1][Ring2][C][C][C][C@][Ring1][C][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C][Ring2][Ring2][Branch2]
343,348,CC(C)c(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OC[C@](CCC2)(C3)N2C[C@@H]3F)c1F,,15.5,778.6,[C][C][Branch1][C][C][C][=Branch1][Branch1][=C][C][=C][C][C][=Ring1][C][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F]
344,349,Fc(c1n2)c(-c(c3ccccc3cc3)c3Cl)ncc1c(N1CC(CC3)NC3C1)nc2OCC1(CCC2)N2CCC1,,560.7,,[F][C][=Branch1][Ring1][=C][N][C][Branch2][Ring1][C][C][=Branch1][O][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][C][=Ring1][C][Cl][=N][C][=C][Ring1][P][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring2][Ring1][O][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2]
345,350,Oc(c(F)c(c(F)c1)-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OCC3(CCC4)N4CCC3)c2F)c1F,,3822.1,,[O][C][=Branch2][=Branch1][C][=C][Branch1][C][F][C][=Branch1][=Branch1][=C][Branch1][C][F][C][C][=Branch2][Ring2][=N][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C][Branch1][Ring2][C][C][C][N][Ring1][C][C][C][C][Ring1][Branch2][C][=Ring2][Ring1][Branch2][F][C][=Ring2][Ring1][#C][F]
346,351,CO[C@H]1CN[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1,,94.8,>16666.7,[C][O][C@H1][C][N][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch1]
347,352,FC1(CN[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C1)F,,844.8,,[F][C][Branch2][=Branch1][Ring2][C][N][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][Ring2][Ring2][Branch1][F]
348,353,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1NC(c1ccc(C=O)cc1)=O,,333.4,,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=O]
349,354,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1NC(c1cc(C=O)ccc1)=O,,368.1,,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][N][C][Branch1][=N][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][Ring1][Branch2][=O]
350,355,CN(C1)[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)C[C@H]1NC(c1c(C=O)cccc1)=O,,869.9,,[C][N][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C@H1][Ring2][Ring2][Ring2][N][C][Branch1][=N][C][=C][Branch1][Ring1][C][=O][C][=C][C][=C][Ring1][Branch2][=O]
351,356,CN1C[C@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)CC1,,87.2,11920.1,[C][N][C][C@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C][Ring2][Ring2][Branch1]
352,357,CN1C[C@@H](COc2nc(N3CC(CC4)NC4C3)c(cnc(-c3c4c(Cl)cccc4ccc3)c3F)c3n2)CC1,,438,,[C][N][C][C@@H1][Branch2][Branch1][#Branch2][C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C][C][C][Ring2][Ring2][Branch1]
353,358,CN(CC1)C[C@@H]1Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,,1980.6,,[C][N][Branch1][Ring1][C][C][C][C@@H1][Ring1][Ring1][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C]
354,359,CN(CC1)C[C@H]1Oc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3ccc2)c2F)c2n1,,1637.1,,[C][N][Branch1][Ring1][C][C][C][C@H1][Ring1][Ring1][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][#Branch2][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][=C]
355,360,COc1nc(N2CC(CC3)NC3C2)c(cnc(-c2c3c(Cl)cccc3cc(O)c2)c2F)c2n1,,50.8,8353.4,[C][O][C][=N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][C][Ring1][#Branch1][=C][C][Branch1][C][O][=C][Ring1][N][=C][F][C][Ring1][Ring1][=N][Ring2][Ring1][#C]
356,361,COc(cc1)cc(-c(ncc(c2n3)c(N4CC(CC5)NC5C4)nc3OC[C@](CCC3)(C4)N3C[C@@H]4F)c2F)c1OC(F)(F)F,,2700.3,,[C][O][C][=Branch1][Ring1][=C][C][C][=C][Branch2][Branch1][=Branch2][C][=Branch2][Ring2][S][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][#C][N][C][C][Branch1][Ring1][C][C][N][C][Ring1][Ring1][C][Ring1][Branch2][=N][C][=Ring1][N][O][C][C@][Branch1][Ring2][C][C][C][Branch1][C][C][N][Ring1][Ring1][C][C@@H1][Ring1][Ring2][F][C][=Ring2][Ring1][=Branch2][F][C][=Ring2][Ring2][C][O][C][Branch1][C][F][Branch1][C][F][F]
